song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Iris,The Goo Goo Dolls,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,audio_features,6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3
In The Air Tonight - 2015 Remastered,Phil Collins,0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,audio_features,18AXbzPzBS8Y3AkgSxzJPb,spotify:track:18AXbzPzBS8Y3AkgSxzJPb,https://api.spotify.com/v1/tracks/18AXbzPzBS8Y3AkgSxzJPb,https://api.spotify.com/v1/audio-analysis/18AXbzPzBS8Y3AkgSxzJPb,336453,4
We Will Rock You - Remastered 2011,Queen,0.692,0.497,2,-7.316,1,0.119,0.676,0.0,0.259,0.475,81.308,audio_features,4pbJqGIASGPr0ZpGpnWkDn,spotify:track:4pbJqGIASGPr0ZpGpnWkDn,https://api.spotify.com/v1/tracks/4pbJqGIASGPr0ZpGpnWkDn,https://api.spotify.com/v1/audio-analysis/4pbJqGIASGPr0ZpGpnWkDn,122067,4
We Are The Champions - Remastered 2011,Queen,0.268,0.459,10,-6.94,1,0.0346,0.378,0.0,0.118,0.175,64.177,audio_features,1lCRw5FEZ1gPDNPzy1K4zW,spotify:track:1lCRw5FEZ1gPDNPzy1K4zW,https://api.spotify.com/v1/tracks/1lCRw5FEZ1gPDNPzy1K4zW,https://api.spotify.com/v1/audio-analysis/1lCRw5FEZ1gPDNPzy1K4zW,179200,4
Summer Of '69,Bryan Adams,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,audio_features,0GONea6G2XdnHWjNZd6zt3,spotify:track:0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/audio-analysis/0GONea6G2XdnHWjNZd6zt3,216053,4
Ironic,Alanis Morissette,0.456,0.635,11,-5.731,1,0.0573,0.245,0.0,0.194,0.293,170.652,audio_features,29YBihzQOmat0U74k4ukdx,spotify:track:29YBihzQOmat0U74k4ukdx,https://api.spotify.com/v1/tracks/29YBihzQOmat0U74k4ukdx,https://api.spotify.com/v1/audio-analysis/29YBihzQOmat0U74k4ukdx,228573,4
Bow River - 2011 Remastered,Cold Chisel,0.28,0.948,9,-1.916,0,0.142,0.057,0.0,0.331,0.644,176.896,audio_features,0zYKkOvUgOL8gceY8Eh1Wh,spotify:track:0zYKkOvUgOL8gceY8Eh1Wh,https://api.spotify.com/v1/tracks/0zYKkOvUgOL8gceY8Eh1Wh,https://api.spotify.com/v1/audio-analysis/0zYKkOvUgOL8gceY8Eh1Wh,263432,4
Hotel California - 2013 Remaster,Eagles,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,audio_features,40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv,391376,4
Pride (In The Name Of Love) - Remastered 2009,U2,0.458,0.843,4,-7.201,1,0.0316,0.00135,0.000296,0.778,0.713,105.701,audio_features,65E62rOSbm7SZbAMYjNTJq,spotify:track:65E62rOSbm7SZbAMYjNTJq,https://api.spotify.com/v1/tracks/65E62rOSbm7SZbAMYjNTJq,https://api.spotify.com/v1/audio-analysis/65E62rOSbm7SZbAMYjNTJq,228427,4
Everybody Hurts,R.E.M.,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,audio_features,6PypGyiu0Y2lCDBN1XZEnP,spotify:track:6PypGyiu0Y2lCDBN1XZEnP,https://api.spotify.com/v1/tracks/6PypGyiu0Y2lCDBN1XZEnP,https://api.spotify.com/v1/audio-analysis/6PypGyiu0Y2lCDBN1XZEnP,320267,3
1999,Prince,0.866,0.73,5,-8.201,1,0.0767,0.137,0.0,0.0843,0.625,118.523,audio_features,2H7PHVdQ3mXqEHXcvclTB0,spotify:track:2H7PHVdQ3mXqEHXcvclTB0,https://api.spotify.com/v1/tracks/2H7PHVdQ3mXqEHXcvclTB0,https://api.spotify.com/v1/audio-analysis/2H7PHVdQ3mXqEHXcvclTB0,379267,4
Good Riddance (Time of Your Life),Green Day,0.475,0.432,7,-7.844,1,0.0302,0.183,0.0,0.161,0.648,94.605,audio_features,6ORqU0bHbVCRjXm9AjyHyZ,spotify:track:6ORqU0bHbVCRjXm9AjyHyZ,https://api.spotify.com/v1/tracks/6ORqU0bHbVCRjXm9AjyHyZ,https://api.spotify.com/v1/audio-analysis/6ORqU0bHbVCRjXm9AjyHyZ,153467,4
The Boys Of Summer,Don Henley,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,audio_features,4gvea7UlDkAvsJBPZAd4oB,spotify:track:4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/tracks/4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/audio-analysis/4gvea7UlDkAvsJBPZAd4oB,288733,4
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,0.456,0.863,3,-3.551,1,0.0894,0.133,0.0538,0.0553,0.532,135.962,audio_features,7nemcVsXVFZF01iqpIIo2Y,spotify:track:7nemcVsXVFZF01iqpIIo2Y,https://api.spotify.com/v1/tracks/7nemcVsXVFZF01iqpIIo2Y,https://api.spotify.com/v1/audio-analysis/7nemcVsXVFZF01iqpIIo2Y,301227,4
Somebody That I Used To Know,"Gotye, Kimbra",0.864,0.515,0,-6.967,1,0.0367,0.571,7.92e-05,0.0947,0.755,129.048,audio_features,1qk9ujVgudgU8CyhKOx8ji,spotify:track:1qk9ujVgudgU8CyhKOx8ji,https://api.spotify.com/v1/tracks/1qk9ujVgudgU8CyhKOx8ji,https://api.spotify.com/v1/audio-analysis/1qk9ujVgudgU8CyhKOx8ji,244893,4
Born in the U.S.A.,Bruce Springsteen,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,audio_features,0dOg1ySSI7NkpAe89Zo0b9,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,https://api.spotify.com/v1/tracks/0dOg1ySSI7NkpAe89Zo0b9,https://api.spotify.com/v1/audio-analysis/0dOg1ySSI7NkpAe89Zo0b9,278680,4
Lightning Crashes,Live,0.391,0.427,11,-9.271,1,0.0438,0.263,8.62e-06,0.174,0.45,93.192,audio_features,5vVmnv4EN3X2VBa5Fo3UFM,spotify:track:5vVmnv4EN3X2VBa5Fo3UFM,https://api.spotify.com/v1/tracks/5vVmnv4EN3X2VBa5Fo3UFM,https://api.spotify.com/v1/audio-analysis/5vVmnv4EN3X2VBa5Fo3UFM,324500,4
Purple Rain,Prince,0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,audio_features,54X78diSLoUDI3joC2bjMz,spotify:track:54X78diSLoUDI3joC2bjMz,https://api.spotify.com/v1/tracks/54X78diSLoUDI3joC2bjMz,https://api.spotify.com/v1/audio-analysis/54X78diSLoUDI3joC2bjMz,520787,4
Thunderstruck,AC/DC,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,audio_features,57bgtoPSgt236HzfBOd8kj,spotify:track:57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,292880,4
Like a Prayer,Madonna,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037,audio_features,1z3ugFmUKoCzGsI6jdY4Ci,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,https://api.spotify.com/v1/tracks/1z3ugFmUKoCzGsI6jdY4Ci,https://api.spotify.com/v1/audio-analysis/1z3ugFmUKoCzGsI6jdY4Ci,342680,4
You're the Voice,John Farnham,0.502,0.66,10,-11.852,1,0.0394,0.393,0.000138,0.608,0.722,85.209,audio_features,721DwsHOeKf7zHRABCR2rh,spotify:track:721DwsHOeKf7zHRABCR2rh,https://api.spotify.com/v1/tracks/721DwsHOeKf7zHRABCR2rh,https://api.spotify.com/v1/audio-analysis/721DwsHOeKf7zHRABCR2rh,300733,4
Eagle Rock,Daddy Cool,0.631,0.758,2,-7.764,1,0.0555,0.0297,0.00226,0.213,0.556,125.338,audio_features,7wXzEqxITqAe7U1eGUcaOt,spotify:track:7wXzEqxITqAe7U1eGUcaOt,https://api.spotify.com/v1/tracks/7wXzEqxITqAe7U1eGUcaOt,https://api.spotify.com/v1/audio-analysis/7wXzEqxITqAe7U1eGUcaOt,249547,4
With Or Without You,U2,0.546,0.537,2,-7.44,1,0.0268,0.000135,0.287,0.125,0.0923,109.908,audio_features,4N0fzRX3T7QkOecp3pkWpp,spotify:track:4N0fzRX3T7QkOecp3pkWpp,https://api.spotify.com/v1/tracks/4N0fzRX3T7QkOecp3pkWpp,https://api.spotify.com/v1/audio-analysis/4N0fzRX3T7QkOecp3pkWpp,296227,4
Money For Nothing,Dire Straits,0.666,0.667,2,-9.305,0,0.0371,0.043,0.0005,0.074,0.679,134.219,audio_features,31DvHUCSioX0JD7B4kZMJ9,spotify:track:31DvHUCSioX0JD7B4kZMJ9,https://api.spotify.com/v1/tracks/31DvHUCSioX0JD7B4kZMJ9,https://api.spotify.com/v1/audio-analysis/31DvHUCSioX0JD7B4kZMJ9,510933,4
Down Under,Men At Work,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,audio_features,46RVKt5Edm1zl0rXhPJZxz,spotify:track:46RVKt5Edm1zl0rXhPJZxz,https://api.spotify.com/v1/tracks/46RVKt5Edm1zl0rXhPJZxz,https://api.spotify.com/v1/audio-analysis/46RVKt5Edm1zl0rXhPJZxz,220867,4
Smells Like Teen Spirit,Nirvana,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,1f3yAtsJtY87CTmM8RLnxf,spotify:track:1f3yAtsJtY87CTmM8RLnxf,https://api.spotify.com/v1/tracks/1f3yAtsJtY87CTmM8RLnxf,https://api.spotify.com/v1/audio-analysis/1f3yAtsJtY87CTmM8RLnxf,301920,4
Thriller,Michael Jackson,0.764,0.887,11,-3.726,1,0.0744,0.0816,0.00011,0.847,0.72,118.427,audio_features,7azo4rpSUh8nXgtonC6Pkq,spotify:track:7azo4rpSUh8nXgtonC6Pkq,https://api.spotify.com/v1/tracks/7azo4rpSUh8nXgtonC6Pkq,https://api.spotify.com/v1/audio-analysis/7azo4rpSUh8nXgtonC6Pkq,358053,4
Professional Widow - Armand's Star Trunk Funk Mix,"Tori Amos, Armand Van Helden",0.727,0.969,7,-4.493,1,0.0419,0.00945,0.0017,0.364,0.737,128.05,audio_features,7pRDFBYPmUWBFnpwDhzqGm,spotify:track:7pRDFBYPmUWBFnpwDhzqGm,https://api.spotify.com/v1/tracks/7pRDFBYPmUWBFnpwDhzqGm,https://api.spotify.com/v1/audio-analysis/7pRDFBYPmUWBFnpwDhzqGm,227240,4
I Won't Back Down,Tom Petty,0.765,0.476,7,-13.487,1,0.0329,0.0504,2.76e-06,0.165,0.965,114.02,audio_features,7gSQv1OHpkIoAdUiRLdmI6,spotify:track:7gSQv1OHpkIoAdUiRLdmI6,https://api.spotify.com/v1/tracks/7gSQv1OHpkIoAdUiRLdmI6,https://api.spotify.com/v1/audio-analysis/7gSQv1OHpkIoAdUiRLdmI6,178360,4
Pleasure And Pain,Divinyls,0.652,0.748,2,-10.278,0,0.0306,0.119,2.12e-06,0.287,0.802,135.684,audio_features,5n4sNcxXDElyEZakYyqXNv,spotify:track:5n4sNcxXDElyEZakYyqXNv,https://api.spotify.com/v1/tracks/5n4sNcxXDElyEZakYyqXNv,https://api.spotify.com/v1/audio-analysis/5n4sNcxXDElyEZakYyqXNv,234093,4
If You Don't Know Me by Now - 2008 Remaster,Simply Red,0.638,0.352,10,-9.266,1,0.0268,0.492,0.0,0.105,0.204,94.173,audio_features,7DFawVSjI88xR9mjnWwURg,spotify:track:7DFawVSjI88xR9mjnWwURg,https://api.spotify.com/v1/tracks/7DFawVSjI88xR9mjnWwURg,https://api.spotify.com/v1/audio-analysis/7DFawVSjI88xR9mjnWwURg,204000,3
Wild Thing,Tone-Loc,0.943,0.685,7,-11.903,1,0.188,0.000507,8.56e-06,0.0604,0.813,125.515,audio_features,0gljI0CtjpdZK6ecidfxto,spotify:track:0gljI0CtjpdZK6ecidfxto,https://api.spotify.com/v1/tracks/0gljI0CtjpdZK6ecidfxto,https://api.spotify.com/v1/audio-analysis/0gljI0CtjpdZK6ecidfxto,263573,4
Help Is On Its Way - 2010 Digital Remaster,Little River Band,0.628,0.555,6,-8.718,1,0.0287,0.105,0.0,0.0707,0.607,106.104,audio_features,64RnIqEMPUPx3MTzPwcfKO,spotify:track:64RnIqEMPUPx3MTzPwcfKO,https://api.spotify.com/v1/tracks/64RnIqEMPUPx3MTzPwcfKO,https://api.spotify.com/v1/audio-analysis/64RnIqEMPUPx3MTzPwcfKO,247507,4
Wanted Dead Or Alive,Bon Jovi,0.252,0.802,7,-3.976,1,0.0391,0.13,0.0146,0.309,0.253,150.056,audio_features,0oerlffJSzhRVvtDfLcp3N,spotify:track:0oerlffJSzhRVvtDfLcp3N,https://api.spotify.com/v1/tracks/0oerlffJSzhRVvtDfLcp3N,https://api.spotify.com/v1/audio-analysis/0oerlffJSzhRVvtDfLcp3N,308667,4
Golden Years - 2016 Remaster,David Bowie,0.68,0.701,6,-10.36,0,0.036,0.316,4.72e-06,0.111,0.933,108.287,audio_features,4JRem7xHp2l0kmUvt9zCKu,spotify:track:4JRem7xHp2l0kmUvt9zCKu,https://api.spotify.com/v1/tracks/4JRem7xHp2l0kmUvt9zCKu,https://api.spotify.com/v1/audio-analysis/4JRem7xHp2l0kmUvt9zCKu,243280,4
Love Is A Battlefield,Pat Benatar,0.683,0.637,7,-11.906,1,0.049,0.0153,0.0275,0.0945,0.884,90.637,audio_features,0viZ7D81W8pD65TkzaFkXT,spotify:track:0viZ7D81W8pD65TkzaFkXT,https://api.spotify.com/v1/tracks/0viZ7D81W8pD65TkzaFkXT,https://api.spotify.com/v1/audio-analysis/0viZ7D81W8pD65TkzaFkXT,247027,4
Good Times,"Jimmy Barnes, INXS",0.46,0.992,7,-5.064,1,0.0732,0.09,0.025,0.323,0.722,156.417,audio_features,7wgaQdVSQMSJpInZlAgOlo,spotify:track:7wgaQdVSQMSJpInZlAgOlo,https://api.spotify.com/v1/tracks/7wgaQdVSQMSJpInZlAgOlo,https://api.spotify.com/v1/audio-analysis/7wgaQdVSQMSJpInZlAgOlo,233093,4
I Just Called To Say I Love You,Stevie Wonder,0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,audio_features,6RNDeRnWsRMjPdNVgupZCs,spotify:track:6RNDeRnWsRMjPdNVgupZCs,https://api.spotify.com/v1/tracks/6RNDeRnWsRMjPdNVgupZCs,https://api.spotify.com/v1/audio-analysis/6RNDeRnWsRMjPdNVgupZCs,262240,4
Lovefool,The Cardigans,0.704,0.636,9,-6.029,1,0.0252,0.0344,0.0,0.35,0.89,111.845,audio_features,7aQjPecQdIuNd1sz3KCDhD,spotify:track:7aQjPecQdIuNd1sz3KCDhD,https://api.spotify.com/v1/tracks/7aQjPecQdIuNd1sz3KCDhD,https://api.spotify.com/v1/audio-analysis/7aQjPecQdIuNd1sz3KCDhD,193953,4
Close To You,Maxi Priest,0.781,0.478,6,-15.427,1,0.0561,0.0849,3.93e-06,0.0877,0.962,95.992,audio_features,33I3oS8UkebR3KRvqxD9X0,spotify:track:33I3oS8UkebR3KRvqxD9X0,https://api.spotify.com/v1/tracks/33I3oS8UkebR3KRvqxD9X0,https://api.spotify.com/v1/audio-analysis/33I3oS8UkebR3KRvqxD9X0,325800,4
Easy Lover,"Philip Bailey, Phil Collins",0.74,0.923,1,-5.082,1,0.0369,0.105,0.000163,0.0825,0.93,128.871,audio_features,5LYJ631w9ps5h9tdvac7yP,spotify:track:5LYJ631w9ps5h9tdvac7yP,https://api.spotify.com/v1/tracks/5LYJ631w9ps5h9tdvac7yP,https://api.spotify.com/v1/audio-analysis/5LYJ631w9ps5h9tdvac7yP,305867,4
Unfinished Sympathy - 2012 Mix/Master,Massive Attack,0.592,0.835,7,-8.475,1,0.032,0.0393,0.209,0.665,0.703,114.436,audio_features,0j5FJJOmmnXPd0XajFWkMF,spotify:track:0j5FJJOmmnXPd0XajFWkMF,https://api.spotify.com/v1/tracks/0j5FJJOmmnXPd0XajFWkMF,https://api.spotify.com/v1/audio-analysis/0j5FJJOmmnXPd0XajFWkMF,308427,4
Say Goodbye to Hollywood,Billy Joel,0.686,0.764,0,-6.927,1,0.0353,0.00484,3.1e-06,0.132,0.766,126.873,audio_features,3YNFRvI0WnbvFdxUCQiKjR,spotify:track:3YNFRvI0WnbvFdxUCQiKjR,https://api.spotify.com/v1/tracks/3YNFRvI0WnbvFdxUCQiKjR,https://api.spotify.com/v1/audio-analysis/3YNFRvI0WnbvFdxUCQiKjR,276333,4
Life in a Northern Town,The Dream Academy,0.563,0.476,4,-13.342,1,0.0329,0.265,0.0,0.494,0.432,121.67,audio_features,4m3OS54KWywYhP7WD7z1cg,spotify:track:4m3OS54KWywYhP7WD7z1cg,https://api.spotify.com/v1/tracks/4m3OS54KWywYhP7WD7z1cg,https://api.spotify.com/v1/audio-analysis/4m3OS54KWywYhP7WD7z1cg,259293,4
Tusk,Fleetwood Mac,0.614,0.623,0,-17.032,1,0.0775,0.237,0.726,0.452,0.96,180.512,audio_features,1iKVDnBTqmZErf96ldGrZe,spotify:track:1iKVDnBTqmZErf96ldGrZe,https://api.spotify.com/v1/tracks/1iKVDnBTqmZErf96ldGrZe,https://api.spotify.com/v1/audio-analysis/1iKVDnBTqmZErf96ldGrZe,210173,4
Little Red Corvette,Prince,0.748,0.746,1,-9.721,1,0.111,0.281,3.31e-05,0.632,0.709,123.144,audio_features,4iozhXt27eMl39W5z7R8H6,spotify:track:4iozhXt27eMl39W5z7R8H6,https://api.spotify.com/v1/tracks/4iozhXt27eMl39W5z7R8H6,https://api.spotify.com/v1/audio-analysis/4iozhXt27eMl39W5z7R8H6,296907,4
Unskinny Bop,Poison,0.574,0.93,1,-2.949,1,0.0413,0.0657,7.78e-06,0.108,0.69,92.303,audio_features,1Z6lKdYhwp8WYoBqGCKxlM,spotify:track:1Z6lKdYhwp8WYoBqGCKxlM,https://api.spotify.com/v1/tracks/1Z6lKdYhwp8WYoBqGCKxlM,https://api.spotify.com/v1/audio-analysis/1Z6lKdYhwp8WYoBqGCKxlM,228067,4
Summer Rain,Belinda Carlisle,0.72,0.839,5,-8.487,1,0.0315,0.0437,2.78e-06,0.111,0.941,128.862,audio_features,6epXs8efGlsdbMIfX8Olra,spotify:track:6epXs8efGlsdbMIfX8Olra,https://api.spotify.com/v1/tracks/6epXs8efGlsdbMIfX8Olra,https://api.spotify.com/v1/audio-analysis/6epXs8efGlsdbMIfX8Olra,328813,4
Shout To The Top,The Style Council,0.641,0.919,4,-5.214,0,0.0882,0.52,0.0,0.118,0.891,144.252,audio_features,5xBXBx33AMD4AuyKOGzaV4,spotify:track:5xBXBx33AMD4AuyKOGzaV4,https://api.spotify.com/v1/tracks/5xBXBx33AMD4AuyKOGzaV4,https://api.spotify.com/v1/audio-analysis/5xBXBx33AMD4AuyKOGzaV4,254680,4
Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa, P!nk",0.76,0.812,5,-3.674,1,0.0541,0.015,1.57e-05,0.646,0.618,109.903,audio_features,5StXroDq4Wq4Om8E8g3htD,spotify:track:5StXroDq4Wq4Om8E8g3htD,https://api.spotify.com/v1/tracks/5StXroDq4Wq4Om8E8g3htD,https://api.spotify.com/v1/audio-analysis/5StXroDq4Wq4Om8E8g3htD,264907,4
Take A Long Line,The Angels,0.64,0.532,4,-12.462,0,0.0896,0.0041,1.14e-05,0.0976,0.404,91.077,audio_features,60IvSzVv5LWJBPrpaX6LmG,spotify:track:60IvSzVv5LWJBPrpaX6LmG,https://api.spotify.com/v1/tracks/60IvSzVv5LWJBPrpaX6LmG,https://api.spotify.com/v1/audio-analysis/60IvSzVv5LWJBPrpaX6LmG,179307,4
Escapade,Janet Jackson,0.804,0.945,1,-7.539,1,0.0483,0.0226,0.000878,0.171,0.701,115.217,audio_features,6XjGnmIM6rPdslUBUUphVL,spotify:track:6XjGnmIM6rPdslUBUUphVL,https://api.spotify.com/v1/tracks/6XjGnmIM6rPdslUBUUphVL,https://api.spotify.com/v1/audio-analysis/6XjGnmIM6rPdslUBUUphVL,283933,4
Dancing in the Street - 2002 Remaster,"David Bowie, Mick Jagger",0.6,0.816,4,-13.64,1,0.0431,0.117,0.0,0.126,0.744,130.99,audio_features,6FnuMo55jNECTDdS1nD5H0,spotify:track:6FnuMo55jNECTDdS1nD5H0,https://api.spotify.com/v1/tracks/6FnuMo55jNECTDdS1nD5H0,https://api.spotify.com/v1/audio-analysis/6FnuMo55jNECTDdS1nD5H0,204787,4
Santa Monica,Everclear,0.491,0.942,7,-5.333,1,0.132,0.156,0.0,0.367,0.387,100.446,audio_features,37EJtTS7jT5WUyXGZzrwnI,spotify:track:37EJtTS7jT5WUyXGZzrwnI,https://api.spotify.com/v1/tracks/37EJtTS7jT5WUyXGZzrwnI,https://api.spotify.com/v1/audio-analysis/37EJtTS7jT5WUyXGZzrwnI,191507,4
Oliver's Army,Elvis Costello & The Attractions,0.523,0.735,4,-9.199,1,0.0292,0.137,0.0,0.199,0.903,143.182,audio_features,1GIV1YzfuFzYAoUjwx3r7W,spotify:track:1GIV1YzfuFzYAoUjwx3r7W,https://api.spotify.com/v1/tracks/1GIV1YzfuFzYAoUjwx3r7W,https://api.spotify.com/v1/audio-analysis/1GIV1YzfuFzYAoUjwx3r7W,179613,4
Chasing Cars,Snow Patrol,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,audio_features,11bD1JtSjlIgKgZG2134DZ,spotify:track:11bD1JtSjlIgKgZG2134DZ,https://api.spotify.com/v1/tracks/11bD1JtSjlIgKgZG2134DZ,https://api.spotify.com/v1/audio-analysis/11bD1JtSjlIgKgZG2134DZ,267933,4
Counting The Beat,The Swingers,0.417,0.705,9,-7.661,1,0.0656,0.211,0.0296,0.423,0.922,193.668,audio_features,6uA1FgFbQkI6L6BvOOmx3x,spotify:track:6uA1FgFbQkI6L6BvOOmx3x,https://api.spotify.com/v1/tracks/6uA1FgFbQkI6L6BvOOmx3x,https://api.spotify.com/v1/audio-analysis/6uA1FgFbQkI6L6BvOOmx3x,183680,4
Welcome To The Jungle,Guns N' Roses,0.447,0.954,8,-8.069,1,0.0751,0.0235,0.403,0.298,0.331,123.453,audio_features,0bVtevEgtDIeRjCJbK3Lmv,spotify:track:0bVtevEgtDIeRjCJbK3Lmv,https://api.spotify.com/v1/tracks/0bVtevEgtDIeRjCJbK3Lmv,https://api.spotify.com/v1/audio-analysis/0bVtevEgtDIeRjCJbK3Lmv,272027,4
Cherish,Madonna,0.703,0.685,2,-11.581,1,0.033,0.323,0.000567,0.0537,0.963,131.842,audio_features,5OKScc0MSa9Wl8g2zrulLn,spotify:track:5OKScc0MSa9Wl8g2zrulLn,https://api.spotify.com/v1/tracks/5OKScc0MSa9Wl8g2zrulLn,https://api.spotify.com/v1/audio-analysis/5OKScc0MSa9Wl8g2zrulLn,303493,4
Mull Of Kintyre,"Paul McCartney, Denny Laine, The Royal Scots Dragoon Guards",0.478,0.392,3,-9.067,1,0.0248,0.0869,0.0,0.0847,0.29,94.956,audio_features,05D4lD1SOZmRlP8in0qctt,spotify:track:05D4lD1SOZmRlP8in0qctt,https://api.spotify.com/v1/tracks/05D4lD1SOZmRlP8in0qctt,https://api.spotify.com/v1/audio-analysis/05D4lD1SOZmRlP8in0qctt,281040,3
Baby Got Back,Sir Mix-A-Lot,0.926,0.669,1,-11.271,1,0.301,0.0051,0.0,0.0887,0.642,128.462,audio_features,1SAkL1mYNJlaqnBQxVZrRl,spotify:track:1SAkL1mYNJlaqnBQxVZrRl,https://api.spotify.com/v1/tracks/1SAkL1mYNJlaqnBQxVZrRl,https://api.spotify.com/v1/audio-analysis/1SAkL1mYNJlaqnBQxVZrRl,262827,4
Crazy,Gnarls Barkley,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,audio_features,1vxw6aYJls2oq3gW0DujAo,spotify:track:1vxw6aYJls2oq3gW0DujAo,https://api.spotify.com/v1/tracks/1vxw6aYJls2oq3gW0DujAo,https://api.spotify.com/v1/audio-analysis/1vxw6aYJls2oq3gW0DujAo,177466,4
Young Hearts Run Free,Kym Mazelle,0.702,0.941,5,-10.388,1,0.0602,0.0335,0.0133,0.36,0.756,119.996,audio_features,27tEwX9iWCVf5bQCmUaABy,spotify:track:27tEwX9iWCVf5bQCmUaABy,https://api.spotify.com/v1/tracks/27tEwX9iWCVf5bQCmUaABy,https://api.spotify.com/v1/audio-analysis/27tEwX9iWCVf5bQCmUaABy,255948,4
Neutron Dance,The Pointer Sisters,0.715,0.681,9,-13.056,1,0.0472,0.0312,1.67e-05,0.207,0.921,104.862,audio_features,2yE2mvPQJ3qLtLJiRfg23G,spotify:track:2yE2mvPQJ3qLtLJiRfg23G,https://api.spotify.com/v1/tracks/2yE2mvPQJ3qLtLJiRfg23G,https://api.spotify.com/v1/audio-analysis/2yE2mvPQJ3qLtLJiRfg23G,252947,4
Semi-Charmed Life,Third Eye Blind,0.64,0.864,7,-6.576,1,0.0314,0.00832,0.0,0.123,0.701,102.026,audio_features,42et6fnHCw1HIPSrdPprMl,spotify:track:42et6fnHCw1HIPSrdPprMl,https://api.spotify.com/v1/tracks/42et6fnHCw1HIPSrdPprMl,https://api.spotify.com/v1/audio-analysis/42et6fnHCw1HIPSrdPprMl,268360,4
What's Love Got to Do with It,Tina Turner,0.851,0.406,1,-11.631,1,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,audio_features,4kOfxxnW1ukZdsNbCKY9br,spotify:track:4kOfxxnW1ukZdsNbCKY9br,https://api.spotify.com/v1/tracks/4kOfxxnW1ukZdsNbCKY9br,https://api.spotify.com/v1/audio-analysis/4kOfxxnW1ukZdsNbCKY9br,226880,4
Give It Away,Red Hot Chili Peppers,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,audio_features,0uppYCG86ajpV2hSR3dJJ0,spotify:track:0uppYCG86ajpV2hSR3dJJ0,https://api.spotify.com/v1/tracks/0uppYCG86ajpV2hSR3dJJ0,https://api.spotify.com/v1/audio-analysis/0uppYCG86ajpV2hSR3dJJ0,282907,4
Who's That Girl?,"Eurythmics, Annie Lennox, Dave Stewart",0.704,0.427,0,-13.074,0,0.039,0.547,0.0,0.0524,0.574,119.955,audio_features,13TdxPOQxt76PUCNr79L1H,spotify:track:13TdxPOQxt76PUCNr79L1H,https://api.spotify.com/v1/tracks/13TdxPOQxt76PUCNr79L1H,https://api.spotify.com/v1/audio-analysis/13TdxPOQxt76PUCNr79L1H,226400,4
